contrast,ratio,SE,df,null,z.ratio,p.value,rep,beta_0,beta_s,beta_l,beta_t,beta_sl,beta_st,beta_lt,beta_slt,sigma
(switch / repetition incongruent) / (switch / repetition neutral),1.0606552288151700,0.012125777381287000,Inf,1,5.150898899116640,2.59240916999318E-07,316,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0553965605270200,0.01110010233814660,Inf,1,5.126383034945460,2.95361405925384E-07,316,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0611362342317900,0.013338349541260400,Inf,1,4.720830904497240,2.3488314907057E-06,316,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9980432397651340,0.012136101980916200,Inf,1,-0.16107680478448100,0.8720329087754520,317,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9832574136967850,0.010771824719910400,Inf,1,-1.5412096673376300,0.12326576542140100,317,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0093726165537600,0.011080571991945000,Inf,1,0.8498119904127610,0.3954296222447990,317,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0091479178899900,0.012438538088813300,Inf,1,0.7388033075887290,0.46002644307003000,317,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.00357271320696,0.01092092172457430,Inf,1,0.32772762685092000,0.7431176128049980,317,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0073948710645900,0.014058716943815600,Inf,1,0.5279390718496750,0.5975416249889260,317,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0087006005937300,0.013414370521663900,Inf,1,0.65141644229982,0.5147776995529020,317,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0395467182067300,0.010989613991517900,Inf,1,3.6687895204853000,2.43701608055715E-04,317,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.019097989595050,0.01200546307726180,Inf,1,1.6058694353999700,0.1083026003859380,317,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0619109449805100,0.015278501518720500,Inf,1,4.1750859966311100,2.97873507390459E-05,317,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0535796386556200,0.011725027827162300,Inf,1,4.689972415861590,2.73241881756488E-06,317,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.025642617668480,0.011252874077638800,Inf,1,2.307731758495960,0.021014060539046100,317,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.037852132314210,0.012948088851253700,Inf,1,2.9780188421981400,0.0029011814888561700,317,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.041658528546480,0.012247204984275200,Inf,1,3.471358625130060,5.17831921524345E-04,317,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0479461243660800,0.014683810999306700,Inf,1,3.3422929437271100,8.30893198448912E-04,317,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0606454414052400,0.011232580945116700,Inf,1,5.559567293993870,2.70444307518308E-08,317,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0125940211168900,0.010466098992545600,Inf,1,1.2108613695456600,0.22594854012639400,318,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0116731441303700,0.013504448871141000,Inf,1,0.8694180580273910,0.3846185095155490,318,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0043439578915800,0.010267783737637100,Inf,1,0.4239843140227030,0.6715772530046820,318,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0196889244731800,0.012594131497114200,Inf,1,1.5786314163253600,0.11442062428497900,318,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0252466061682600,0.010916714220441000,Inf,1,2.3416068764888500,0.019200927618499800,318,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9907700530471950,0.012507153188605500,Inf,1,-0.7345571924237220,0.4626092167585630,318,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0447656841018900,0.013956214826353100,Inf,1,3.278327422402370,0.0010442419450918200,318,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.028413308128380,0.01117935184902090,Inf,1,2.5773584081338900,0.009955866070977650,318,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.017445585791010,0.010801708692721800,Inf,1,1.629083253366670,0.10329539587904000,318,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0204184362996800,0.012923228092572000,Inf,1,1.5960012427469200,0.11048851587903800,318,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0548581103740200,0.010823635981775700,Inf,1,5.204908243452290,1.94092485004398E-07,318,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.052533811315550,0.012083029803413000,Inf,1,4.459987637376290,8.19643807058427E-06,318,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0523621663746500,0.013731986641486800,Inf,1,3.9112872530127800,9.18055040520061E-05,318,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.044645930139830,0.011796486865160500,Inf,1,3.8679355014505100,1.09760685942603E-04,318,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0637305308946800,0.011791370430237500,Inf,1,5.573525547884330,2.49635024276877E-08,318,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.060915585169460,0.01330927821363350,Inf,1,4.713581926153440,2.4339979847644E-06,318,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0004590142992200,0.010973399759560700,Inf,1,0.04183932420496320,0.9666267862630690,319,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9903705420698580,0.011551642564530800,Inf,1,-0.8295742452487740,0.4067795432234980,319,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0002577254219500,0.010789452790894300,Inf,1,0.02388987053243790,0.9809404541226210,319,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0054956093379700,0.011156441111675200,Inf,1,0.4939462823992040,0.621344117158122,319,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0138527855793100,0.012302718638396000,Inf,1,1.1337571645307200,0.2568964236076360,319,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0302796859344400,0.011776885926473000,Inf,1,2.609650597434800,0.009063474262484030,319,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0308968373732700,0.012325430975166500,Inf,1,2.5450877552133400,0.010925027850873700,319,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0055084796327600,0.010926830136170400,Inf,1,0.5055101485713660,0.6132005722825500,319,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0254916135639000,0.010401200918936700,Inf,1,2.4818094342409300,0.013071716136441400,319,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.025756796488770,0.010642491374258800,Inf,1,2.45108876071809,0.014242482775677600,319,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0452429796065900,0.011121361295899300,Inf,1,4.158784800549370,3.19945143766597E-05,319,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0574394704551500,0.011496144178647500,Inf,1,5.137236275134060,2.78808328174483E-07,319,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.064952766920600,0.012600615470028400,Inf,1,5.318625486240160,1.04554098110274E-07,319,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0468484183169100,0.011417174396657700,Inf,1,4.19797905571176,2.69307531396993E-05,319,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0751218496606200,0.011122147330804800,Inf,1,7.001829565463050,2.52641309466254E-12,319,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0632110183100700,0.011402331338192000,Inf,1,5.715324359970460,1.09494964730237E-08,319,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9842727535004940,0.010045331624823900,Inf,1,-1.5532508480615500,0.12036321781893500,320,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9956112269904170,0.010060860962765100,Inf,1,-0.4352637653570270,0.6633709827989060,320,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.025063583072270,0.01597142604843100,Inf,1,1.5887800441043800,0.11211006016723500,320,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9995554439579470,0.011832745942987000,Inf,1,-0.037561628933096200,0.9700372019932310,320,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0210932215175300,0.013318095800956600,Inf,1,1.6003891229576900,0.10951228658162000,320,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0212770720738000,0.011459454869057400,Inf,1,1.876340600635610,0.06060852533523180,320,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0358042963931400,0.01173571103366170,Inf,1,3.104861248894140,0.0019036830333371900,320,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0331902338599700,0.013717177233748900,Inf,1,2.4593277881730700,0.013919746139821400,320,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0324375793471500,0.011399854420532300,Inf,1,2.891096540263640,0.0038390017058871300,320,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0311438464885300,0.013629953563821200,Inf,1,2.320173600346790,0.020331488109459900,320,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0474057072036000,0.01288329795003890,Inf,1,3.765496332693700,1.6621856339346E-04,320,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0404138336004300,0.015183743438009900,Inf,1,2.7147250361443200,0.006633081783448170,320,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0598355185358900,0.01330592948489560,Inf,1,4.628837829326600,3.6772358948877E-06,320,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0660855565908000,0.01107472615080750,Inf,1,6.160209520674440,7.26487599577448E-10,320,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0499072647407100,0.01206907541870290,Inf,1,4.2366473711915700,2.26882028224346E-05,320,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0674844740952400,0.012566226925642500,Inf,1,5.547567345442880,2.89671599301106E-08,320,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.009649627318930,0.0112525942345325,Inf,1,0.8616711608228220,0.38886849975854300,321,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9996871036113930,0.010819590224324300,Inf,1,-0.02891490573479400,0.976932457535442,321,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0198638869773000,0.013081327337800900,Inf,1,1.5334743935448200,0.12515901113926400,321,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0031853641866900,0.01270640885144940,Inf,1,0.25108841674448800,0.8017457512008400,321,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0308744431984800,0.01113950740645950,Inf,1,2.813968961269470,0.00489339529329903,321,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0196717173087900,0.01232600728506150,Inf,1,1.6115477352553500,0.1070603917029470,321,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0240259788758600,0.010762327702255500,Inf,1,2.259020470556850,0.023882111549869100,321,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.020109794993500,0.013353647848134400,Inf,1,1.5209817725458200,0.1282644115156070,321,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0285334219396000,0.011945878520970500,Inf,1,2.422315152892590,0.015421969448328100,321,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0292437167650000,0.012731855152424500,Inf,1,2.330155787401100,0.019797918785565700,321,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0569588097645900,0.012475702908112000,Inf,1,4.693203486049320,2.68959720232926E-06,321,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.054075214516400,0.011253190689144600,Inf,1,4.932966735814910,8.09899521720826E-07,321,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0303316115917200,0.011527428194434400,Inf,1,2.6707634000082600,0.0075678969405528200,321,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0586442975050300,0.012315879035237200,Inf,1,4.898652540943860,9.64961097121946E-07,321,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.056724476956080,0.010854021909746400,Inf,1,5.371623992946610,7.80306848853248E-08,321,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.046868115450060,0.013963626531162800,Inf,1,3.4338972057447500,5.94969779854931E-04,321,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
